课程1,课程2,相似度
算法设计与分析.txt,知识产权与软件保护.txt,0.2635
算法设计与分析.txt,知识产权与软件保护_mooc.txt,0.3600
算法设计与分析.txt,离散数学.txt,0.3593
算法设计与分析.txt,离散数学_mooc.txt,0.1913
算法设计与分析.txt,算法设计与分析.txt,0.8578
算法设计与分析.txt,算法设计与分析_mooc.txt,0.3412
算法设计与分析.txt,线性代数1.txt,0.3179
算法设计与分析.txt,线性代数1_mooc.txt,0.3851
算法设计与分析.txt,线性代数2.txt,0.2658
算法设计与分析.txt,线性代数2_mooc.txt,0.3393
算法设计与分析.txt,线性代数3.txt,0.0280
算法设计与分析.txt,线性代数3_mooc.txt,0.2135
算法设计与分析.txt,线性代数4.txt,0.3561
算法设计与分析.txt,线性代数4_mooc.txt,0.2791
算法设计与分析.txt,线性代数5.txt,0.2547
算法设计与分析.txt,线性代数5_mooc.txt,0.4289
算法设计与分析.txt,编译原理1.txt,0.2848
算法设计与分析.txt,编译原理1_mooc.txt,0.3076
算法设计与分析.txt,编译原理2.txt,0.2231
算法设计与分析.txt,编译原理2_mooc.txt,0.3058
算法设计与分析.txt,计算机导论.txt,0.2375
算法设计与分析.txt,计算机导论_mooc.txt,0.1555
算法设计与分析.txt,计算机网络A.txt,0.2071
算法设计与分析.txt,计算机网络A_mooc.txt,0.1671
算法设计与分析.txt,软件企业管理与文化.txt,0.1787
算法设计与分析.txt,软件企业管理与文化_mooc.txt,0.3826
算法设计与分析.txt,软件开发与测试实训.txt,0.2293
算法设计与分析.txt,软件开发与测试实训_mooc.txt,0.2061
算法设计与分析.txt,软件测试技术.txt,0.2416
算法设计与分析.txt,软件测试技术_mooc.txt,0.2061
算法设计与分析.txt,软件设计.txt,0.0016
算法设计与分析.txt,软件设计_mooc.txt,0.1994
算法设计与分析.txt,软件项目管理.txt,0.2121
算法设计与分析.txt,软件项目管理_mooc.txt,0.3386
算法设计与分析.txt,需求工程与UML建模.txt,0.0137
算法设计与分析.txt,需求工程与UML建模_mooc.txt,0.0547
算法设计与分析.txt,面向对象程序设计C++（A）.txt,0.2211
算法设计与分析.txt,面向对象程序设计C++（A）_mooc.txt,0.1223
算法设计与分析.txt,高级语言程序设计与算法初步（C语言）.txt,0.5634
算法设计与分析.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.5759
算法设计与分析.txt,高级软件工程.txt,0.1709
算法设计与分析.txt,高级软件工程_mooc.txt,0.2877
算法设计与分析_mooc.txt,.NET程序设计A.txt,0.3135
算法设计与分析_mooc.txt,.NET程序设计A_mooc.txt,0.1827
算法设计与分析_mooc.txt,CC++语言程序设计.txt,0.4063
算法设计与分析_mooc.txt,CC++语言程序设计_mooc.txt,0.3654
算法设计与分析_mooc.txt,IT基础实训.txt,0.4372
算法设计与分析_mooc.txt,IT基础实训_mooc.txt,0.1565
算法设计与分析_mooc.txt,J2EE框架.txt,0.0846
算法设计与分析_mooc.txt,J2EE框架_mooc.txt,0.1896
算法设计与分析_mooc.txt,Java框架.txt,0.2557
算法设计与分析_mooc.txt,Java框架_mooc.txt,0.2761
算法设计与分析_mooc.txt,JAVA程序设计A.txt,0.2142
算法设计与分析_mooc.txt,JAVA程序设计A_mooc.txt,0.2761
算法设计与分析_mooc.txt,Linux程序设计.txt,0.1911
算法设计与分析_mooc.txt,Linux程序设计_mooc.txt,0.2849
算法设计与分析_mooc.txt,oracle数据库.txt,0.2886
算法设计与分析_mooc.txt,oracle数据库_mooc.txt,0.0696
算法设计与分析_mooc.txt,python语言程序设计.txt,0.3936
算法设计与分析_mooc.txt,python语言程序设计_mooc.txt,0.4706
算法设计与分析_mooc.txt,Visual C++程序设计.txt,0.1850
算法设计与分析_mooc.txt,Visual C++程序设计_mooc.txt,0.4421
算法设计与分析_mooc.txt,Web开发基础与JSP.txt,0.2580
算法设计与分析_mooc.txt,Web开发基础与JSP_mooc.txt,0.2901
算法设计与分析_mooc.txt,人机交互技术.txt,0.2332
算法设计与分析_mooc.txt,人机交互技术_mooc.txt,0.2799
算法设计与分析_mooc.txt,信息安全A.txt,0.3265
算法设计与分析_mooc.txt,信息安全A_mooc.txt,0.2637
算法设计与分析_mooc.txt,嵌入式开发环境与工具.txt,0.0897
算法设计与分析_mooc.txt,嵌入式开发环境与工具_mooc.txt,0.0295
算法设计与分析_mooc.txt,嵌入式系统开发.txt,0.2558
算法设计与分析_mooc.txt,嵌入式系统开发_mooc.txt,0.2747
算法设计与分析_mooc.txt,微机原理与接口技术.txt,0.2986
算法设计与分析_mooc.txt,微机原理与接口技术_mooc.txt,0.2301
算法设计与分析_mooc.txt,操作系统原理1.txt,0.0371
算法设计与分析_mooc.txt,操作系统原理1_mooc.txt,0.2120
算法设计与分析_mooc.txt,操作系统原理2.txt,0.1848
算法设计与分析_mooc.txt,操作系统原理2_mooc.txt,0.2365
算法设计与分析_mooc.txt,数字逻辑电路.txt,0.1589
算法设计与分析_mooc.txt,数字逻辑电路_mooc.txt,0.3266
算法设计与分析_mooc.txt,数据库原理与应用1.txt,0.2260
算法设计与分析_mooc.txt,数据库原理与应用1_mooc.txt,0.1932
算法设计与分析_mooc.txt,数据库原理与应用2.txt,0.3262
算法设计与分析_mooc.txt,数据库原理与应用2_mooc.txt,0.3563
算法设计与分析_mooc.txt,数据结构1.txt,0.3931
算法设计与分析_mooc.txt,数据结构1_mooc.txt,0.3775
算法设计与分析_mooc.txt,数据结构2.txt,0.2778
算法设计与分析_mooc.txt,数据结构2_mooc.txt,0.3296
算法设计与分析_mooc.txt,概率论与数理统计.txt,0.3350
算法设计与分析_mooc.txt,概率论与数理统计_mooc.txt,0.3328
算法设计与分析_mooc.txt,游戏程序设计.txt,0.2494
算法设计与分析_mooc.txt,游戏程序设计_mooc.txt,0.4059
算法设计与分析_mooc.txt,知识产权与软件保护.txt,0.3694
算法设计与分析_mooc.txt,知识产权与软件保护_mooc.txt,0.3590
算法设计与分析_mooc.txt,离散数学.txt,0.2365
算法设计与分析_mooc.txt,离散数学_mooc.txt,0.2498
算法设计与分析_mooc.txt,算法设计与分析.txt,0.5558
算法设计与分析_mooc.txt,算法设计与分析_mooc.txt,0.7736
算法设计与分析_mooc.txt,线性代数1.txt,0.1859
算法设计与分析_mooc.txt,线性代数1_mooc.txt,0.3401
算法设计与分析_mooc.txt,线性代数2.txt,0.3126
算法设计与分析_mooc.txt,线性代数2_mooc.txt,0.1521
算法设计与分析_mooc.txt,线性代数3.txt,0.2358
算法设计与分析_mooc.txt,线性代数3_mooc.txt,0.3683
算法设计与分析_mooc.txt,线性代数4.txt,0.3369
算法设计与分析_mooc.txt,线性代数4_mooc.txt,0.3352
算法设计与分析_mooc.txt,线性代数5.txt,0.2664
算法设计与分析_mooc.txt,线性代数5_mooc.txt,0.3652
算法设计与分析_mooc.txt,编译原理1.txt,0.1276
算法设计与分析_mooc.txt,编译原理1_mooc.txt,0.4151
算法设计与分析_mooc.txt,编译原理2.txt,0.3414
算法设计与分析_mooc.txt,编译原理2_mooc.txt,0.4255
算法设计与分析_mooc.txt,计算机导论.txt,0.2689
算法设计与分析_mooc.txt,计算机导论_mooc.txt,0.2376
算法设计与分析_mooc.txt,计算机网络A.txt,0.3131
算法设计与分析_mooc.txt,计算机网络A_mooc.txt,0.2183
算法设计与分析_mooc.txt,软件企业管理与文化.txt,0.3223
算法设计与分析_mooc.txt,软件企业管理与文化_mooc.txt,0.3818
算法设计与分析_mooc.txt,软件开发与测试实训.txt,0.0945
算法设计与分析_mooc.txt,软件开发与测试实训_mooc.txt,0.2434
算法设计与分析_mooc.txt,软件测试技术.txt,0.1793
算法设计与分析_mooc.txt,软件测试技术_mooc.txt,0.2434
算法设计与分析_mooc.txt,软件设计.txt,0.1839
算法设计与分析_mooc.txt,软件设计_mooc.txt,0.2873
算法设计与分析_mooc.txt,软件项目管理.txt,0.2065
算法设计与分析_mooc.txt,软件项目管理_mooc.txt,0.1534
算法设计与分析_mooc.txt,需求工程与UML建模.txt,0.0093
算法设计与分析_mooc.txt,需求工程与UML建模_mooc.txt,0.1778
算法设计与分析_mooc.txt,面向对象程序设计C++（A）.txt,0.2486
算法设计与分析_mooc.txt,面向对象程序设计C++（A）_mooc.txt,0.3014
算法设计与分析_mooc.txt,高级语言程序设计与算法初步（C语言）.txt,0.5127
算法设计与分析_mooc.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.7421
算法设计与分析_mooc.txt,高级软件工程.txt,0.1920
算法设计与分析_mooc.txt,高级软件工程_mooc.txt,0.3623
线性代数1.txt,.NET程序设计A.txt,0.1111
线性代数1.txt,.NET程序设计A_mooc.txt,0.1193
线性代数1.txt,CC++语言程序设计.txt,0.2116
线性代数1.txt,CC++语言程序设计_mooc.txt,0.0397
线性代数1.txt,IT基础实训.txt,0.4249
线性代数1.txt,IT基础实训_mooc.txt,0.1231
线性代数1.txt,J2EE框架.txt,0.3102
线性代数1.txt,J2EE框架_mooc.txt,0.1291
线性代数1.txt,Java框架.txt,0.2694
线性代数1.txt,Java框架_mooc.txt,0.1822
线性代数1.txt,JAVA程序设计A.txt,0.2666
线性代数1.txt,JAVA程序设计A_mooc.txt,0.1822
线性代数1.txt,Linux程序设计.txt,0.2912
线性代数1.txt,Linux程序设计_mooc.txt,0.2816
线性代数1.txt,oracle数据库.txt,0.2945
线性代数1.txt,oracle数据库_mooc.txt,0.2218
线性代数1.txt,python语言程序设计.txt,0.0840
线性代数1.txt,python语言程序设计_mooc.txt,0.1479
线性代数1.txt,Visual C++程序设计.txt,0.1269
线性代数1.txt,Visual C++程序设计_mooc.txt,0.0079
线性代数1.txt,Web开发基础与JSP.txt,0.2877
线性代数1.txt,Web开发基础与JSP_mooc.txt,0.1828
线性代数1.txt,人机交互技术.txt,0.2875
线性代数1.txt,人机交互技术_mooc.txt,0.2746
线性代数1.txt,信息安全A.txt,0.2246
线性代数1.txt,信息安全A_mooc.txt,0.3032
线性代数1.txt,嵌入式开发环境与工具.txt,0.0277
线性代数1.txt,嵌入式开发环境与工具_mooc.txt,0.3046
线性代数1.txt,嵌入式系统开发.txt,0.3384
线性代数1.txt,嵌入式系统开发_mooc.txt,0.1176
线性代数1.txt,微机原理与接口技术.txt,0.3413
线性代数1.txt,微机原理与接口技术_mooc.txt,0.4504
线性代数1.txt,操作系统原理1.txt,0.1791
线性代数1.txt,操作系统原理1_mooc.txt,0.2840
线性代数1.txt,操作系统原理2.txt,0.2446
线性代数1.txt,操作系统原理2_mooc.txt,0.3009
线性代数1.txt,数字逻辑电路.txt,0.3937
线性代数1.txt,数字逻辑电路_mooc.txt,0.2816
线性代数1.txt,数据库原理与应用1.txt,0.2425
线性代数1.txt,数据库原理与应用1_mooc.txt,0.2852
线性代数1.txt,数据库原理与应用2.txt,0.3054
线性代数1.txt,数据库原理与应用2_mooc.txt,0.3070
线性代数1.txt,数据结构1.txt,0.2662
线性代数1.txt,数据结构1_mooc.txt,0.3353
线性代数1.txt,数据结构2.txt,0.2506
线性代数1.txt,数据结构2_mooc.txt,0.1444
线性代数1.txt,概率论与数理统计.txt,0.3744
线性代数1.txt,概率论与数理统计_mooc.txt,0.4090
线性代数1.txt,游戏程序设计.txt,0.2909
线性代数1.txt,游戏程序设计_mooc.txt,0.2587
线性代数1.txt,知识产权与软件保护.txt,0.2831
线性代数1.txt,知识产权与软件保护_mooc.txt,0.2490
线性代数1.txt,离散数学.txt,0.4212
线性代数1.txt,离散数学_mooc.txt,0.3365
线性代数1.txt,算法设计与分析.txt,0.2949
线性代数1.txt,算法设计与分析_mooc.txt,0.1866
线性代数1.txt,线性代数1.txt,0.4571
线性代数1.txt,线性代数1_mooc.txt,0.6394
线性代数1.txt,线性代数2.txt,0.4201
线性代数1.txt,线性代数2_mooc.txt,0.4229
线性代数1.txt,线性代数3.txt,0.5174
线性代数1.txt,线性代数3_mooc.txt,0.5168
线性代数1.txt,线性代数4.txt,0.5215
线性代数1.txt,线性代数4_mooc.txt,0.4502
线性代数1.txt,线性代数5.txt,0.3056
线性代数1.txt,线性代数5_mooc.txt,0.4569
线性代数1.txt,编译原理1.txt,0.1854
线性代数1.txt,编译原理1_mooc.txt,0.2804
线性代数1.txt,编译原理2.txt,0.2462
线性代数1.txt,编译原理2_mooc.txt,0.1689
线性代数1.txt,计算机导论.txt,0.2356
线性代数1.txt,计算机导论_mooc.txt,0.2930
线性代数1.txt,计算机网络A.txt,0.2885
线性代数1.txt,计算机网络A_mooc.txt,0.3198
线性代数1.txt,软件企业管理与文化.txt,0.3339
线性代数1.txt,软件企业管理与文化_mooc.txt,0.4476
线性代数1.txt,软件开发与测试实训.txt,-0.0046
线性代数1.txt,软件开发与测试实训_mooc.txt,0.3267
线性代数1.txt,软件测试技术.txt,0.1062
线性代数1.txt,软件测试技术_mooc.txt,0.3267
线性代数1.txt,软件设计.txt,0.0167
线性代数1.txt,软件设计_mooc.txt,0.2135
线性代数1.txt,软件项目管理.txt,0.3087
线性代数1.txt,软件项目管理_mooc.txt,0.2128
线性代数1.txt,需求工程与UML建模.txt,0.2880
线性代数1.txt,需求工程与UML建模_mooc.txt,0.2492
线性代数1.txt,面向对象程序设计C++（A）.txt,0.1170
线性代数1.txt,面向对象程序设计C++（A）_mooc.txt,0.0827
线性代数1.txt,高级语言程序设计与算法初步（C语言）.txt,0.2416
线性代数1.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.3696
线性代数1.txt,高级软件工程.txt,0.4558
线性代数1.txt,高级软件工程_mooc.txt,0.3033
线性代数1_mooc.txt,.NET程序设计A.txt,0.4474
线性代数1_mooc.txt,.NET程序设计A_mooc.txt,0.2805
线性代数1_mooc.txt,CC++语言程序设计.txt,0.2237
线性代数1_mooc.txt,CC++语言程序设计_mooc.txt,0.3718
线性代数1_mooc.txt,IT基础实训.txt,0.3871
线性代数1_mooc.txt,IT基础实训_mooc.txt,0.3844
线性代数1_mooc.txt,J2EE框架.txt,0.2800
线性代数1_mooc.txt,J2EE框架_mooc.txt,0.3503
线性代数1_mooc.txt,Java框架.txt,0.3743
线性代数1_mooc.txt,Java框架_mooc.txt,0.5241
线性代数1_mooc.txt,JAVA程序设计A.txt,0.3212
线性代数1_mooc.txt,JAVA程序设计A_mooc.txt,0.5241
线性代数1_mooc.txt,Linux程序设计.txt,0.3522
线性代数1_mooc.txt,Linux程序设计_mooc.txt,0.3614
线性代数1_mooc.txt,oracle数据库.txt,0.4368
线性代数1_mooc.txt,oracle数据库_mooc.txt,0.0163
线性代数1_mooc.txt,python语言程序设计.txt,0.3366
线性代数1_mooc.txt,python语言程序设计_mooc.txt,0.3325
线性代数1_mooc.txt,Visual C++程序设计.txt,0.2914
线性代数1_mooc.txt,Visual C++程序设计_mooc.txt,0.4207
线性代数1_mooc.txt,Web开发基础与JSP.txt,0.3408
线性代数1_mooc.txt,Web开发基础与JSP_mooc.txt,0.2574
线性代数1_mooc.txt,人机交互技术.txt,0.1592
线性代数1_mooc.txt,人机交互技术_mooc.txt,0.3027
线性代数1_mooc.txt,信息安全A.txt,0.3732
线性代数1_mooc.txt,信息安全A_mooc.txt,0.2441
线性代数1_mooc.txt,嵌入式开发环境与工具.txt,0.2998
线性代数1_mooc.txt,嵌入式开发环境与工具_mooc.txt,0.3176
线性代数1_mooc.txt,嵌入式系统开发.txt,0.3501
线性代数1_mooc.txt,嵌入式系统开发_mooc.txt,0.3002
线性代数1_mooc.txt,微机原理与接口技术.txt,0.3805
线性代数1_mooc.txt,微机原理与接口技术_mooc.txt,0.4292
线性代数1_mooc.txt,操作系统原理1.txt,0.0634
线性代数1_mooc.txt,操作系统原理1_mooc.txt,0.2851
线性代数1_mooc.txt,操作系统原理2.txt,0.2183
线性代数1_mooc.txt,操作系统原理2_mooc.txt,0.1317
线性代数1_mooc.txt,数字逻辑电路.txt,0.4515
线性代数1_mooc.txt,数字逻辑电路_mooc.txt,0.4673
线性代数1_mooc.txt,数据库原理与应用1.txt,0.4484
线性代数1_mooc.txt,数据库原理与应用1_mooc.txt,0.3719
线性代数1_mooc.txt,数据库原理与应用2.txt,0.3246
线性代数1_mooc.txt,数据库原理与应用2_mooc.txt,0.2925
线性代数1_mooc.txt,数据结构1.txt,0.2428
线性代数1_mooc.txt,数据结构1_mooc.txt,0.2526
线性代数1_mooc.txt,数据结构2.txt,0.3471
线性代数1_mooc.txt,数据结构2_mooc.txt,0.2886
线性代数1_mooc.txt,概率论与数理统计.txt,0.3901
线性代数1_mooc.txt,概率论与数理统计_mooc.txt,0.5184
线性代数1_mooc.txt,游戏程序设计.txt,0.3746
线性代数1_mooc.txt,游戏程序设计_mooc.txt,0.3065
线性代数1_mooc.txt,知识产权与软件保护.txt,0.3538
线性代数1_mooc.txt,知识产权与软件保护_mooc.txt,0.3372
线性代数1_mooc.txt,离散数学.txt,0.3341
线性代数1_mooc.txt,离散数学_mooc.txt,0.3625
线性代数1_mooc.txt,算法设计与分析.txt,0.3767
线性代数1_mooc.txt,算法设计与分析_mooc.txt,0.4014
线性代数1_mooc.txt,线性代数1.txt,0.3289
线性代数1_mooc.txt,线性代数1_mooc.txt,0.5955
线性代数1_mooc.txt,线性代数2.txt,0.5051
线性代数1_mooc.txt,线性代数2_mooc.txt,0.6165
线性代数1_mooc.txt,线性代数3.txt,0.2768
线性代数1_mooc.txt,线性代数3_mooc.txt,0.3915
线性代数1_mooc.txt,线性代数4.txt,0.3920
线性代数1_mooc.txt,线性代数4_mooc.txt,0.3518
线性代数1_mooc.txt,线性代数5.txt,0.4476
线性代数1_mooc.txt,线性代数5_mooc.txt,0.4980
线性代数1_mooc.txt,编译原理1.txt,0.2915
线性代数1_mooc.txt,编译原理1_mooc.txt,0.2533
线性代数1_mooc.txt,编译原理2.txt,0.3361
线性代数1_mooc.txt,编译原理2_mooc.txt,0.3601
线性代数1_mooc.txt,计算机导论.txt,0.3884
线性代数1_mooc.txt,计算机导论_mooc.txt,0.4130
线性代数1_mooc.txt,计算机网络A.txt,0.3542
线性代数1_mooc.txt,计算机网络A_mooc.txt,0.3743
线性代数1_mooc.txt,软件企业管理与文化.txt,0.3792
线性代数1_mooc.txt,软件企业管理与文化_mooc.txt,0.4138
线性代数1_mooc.txt,软件开发与测试实训.txt,0.2566
线性代数1_mooc.txt,软件开发与测试实训_mooc.txt,0.3395
线性代数1_mooc.txt,软件测试技术.txt,0.3146
线性代数1_mooc.txt,软件测试技术_mooc.txt,0.3395
线性代数1_mooc.txt,软件设计.txt,0.3322
线性代数1_mooc.txt,软件设计_mooc.txt,0.2165
线性代数1_mooc.txt,软件项目管理.txt,0.4270
线性代数1_mooc.txt,软件项目管理_mooc.txt,0.3271
线性代数1_mooc.txt,需求工程与UML建模.txt,0.1653
线性代数1_mooc.txt,需求工程与UML建模_mooc.txt,0.3038
线性代数1_mooc.txt,面向对象程序设计C++（A）.txt,0.2659
线性代数1_mooc.txt,面向对象程序设计C++（A）_mooc.txt,0.2194
线性代数1_mooc.txt,高级语言程序设计与算法初步（C语言）.txt,0.3544
线性代数1_mooc.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.5304
线性代数1_mooc.txt,高级软件工程.txt,0.3926
线性代数1_mooc.txt,高级软件工程_mooc.txt,0.5029
线性代数2.txt,.NET程序设计A.txt,0.3793
线性代数2.txt,.NET程序设计A_mooc.txt,0.3626
线性代数2.txt,CC++语言程序设计.txt,0.3094
线性代数2.txt,CC++语言程序设计_mooc.txt,0.2386
线性代数2.txt,IT基础实训.txt,0.2693
线性代数2.txt,IT基础实训_mooc.txt,0.2830
线性代数2.txt,J2EE框架.txt,0.2748
线性代数2.txt,J2EE框架_mooc.txt,0.3232
线性代数2.txt,Java框架.txt,0.3446
线性代数2.txt,Java框架_mooc.txt,0.4989
线性代数2.txt,JAVA程序设计A.txt,0.2843
线性代数2.txt,JAVA程序设计A_mooc.txt,0.4989
线性代数2.txt,Linux程序设计.txt,0.3612
线性代数2.txt,Linux程序设计_mooc.txt,0.2711
线性代数2.txt,oracle数据库.txt,0.2836
线性代数2.txt,oracle数据库_mooc.txt,0.3390
线性代数2.txt,python语言程序设计.txt,0.2521
线性代数2.txt,python语言程序设计_mooc.txt,0.2336
线性代数2.txt,Visual C++程序设计.txt,0.2737
线性代数2.txt,Visual C++程序设计_mooc.txt,0.3080
线性代数2.txt,Web开发基础与JSP.txt,0.3357
线性代数2.txt,Web开发基础与JSP_mooc.txt,0.1852
线性代数2.txt,人机交互技术.txt,0.1995
线性代数2.txt,人机交互技术_mooc.txt,0.3532
线性代数2.txt,信息安全A.txt,0.2539
线性代数2.txt,信息安全A_mooc.txt,0.2987
线性代数2.txt,嵌入式开发环境与工具.txt,0.2596
线性代数2.txt,嵌入式开发环境与工具_mooc.txt,0.3529
线性代数2.txt,嵌入式系统开发.txt,0.2368
线性代数2.txt,嵌入式系统开发_mooc.txt,0.3640
线性代数2.txt,微机原理与接口技术.txt,0.3377
线性代数2.txt,微机原理与接口技术_mooc.txt,0.4486
线性代数2.txt,操作系统原理1.txt,0.2850
线性代数2.txt,操作系统原理1_mooc.txt,0.2241
线性代数2.txt,操作系统原理2.txt,0.2187
线性代数2.txt,操作系统原理2_mooc.txt,0.3217
线性代数2.txt,数字逻辑电路.txt,0.1841
线性代数2.txt,数字逻辑电路_mooc.txt,0.2895
线性代数2.txt,数据库原理与应用1.txt,0.3384
线性代数2.txt,数据库原理与应用1_mooc.txt,0.3460
线性代数2.txt,数据库原理与应用2.txt,0.4514
线性代数2.txt,数据库原理与应用2_mooc.txt,0.3900
线性代数2.txt,数据结构1.txt,0.2679
线性代数2.txt,数据结构1_mooc.txt,0.2332
线性代数2.txt,数据结构2.txt,0.3023
线性代数2.txt,数据结构2_mooc.txt,0.2819
线性代数2.txt,概率论与数理统计.txt,0.4548
线性代数2.txt,概率论与数理统计_mooc.txt,0.4781
线性代数2.txt,游戏程序设计.txt,0.3297
线性代数2.txt,游戏程序设计_mooc.txt,0.2998
线性代数2.txt,知识产权与软件保护.txt,0.3345
线性代数2.txt,知识产权与软件保护_mooc.txt,0.3312
线性代数2.txt,离散数学.txt,0.3900
线性代数2.txt,离散数学_mooc.txt,0.4878
线性代数2.txt,算法设计与分析.txt,0.1420
线性代数2.txt,算法设计与分析_mooc.txt,0.3064
线性代数2.txt,线性代数1.txt,0.4835
线性代数2.txt,线性代数1_mooc.txt,0.4048
线性代数2.txt,线性代数2.txt,0.7437
线性代数2.txt,线性代数2_mooc.txt,0.4833
线性代数2.txt,线性代数3.txt,0.4556
线性代数2.txt,线性代数3_mooc.txt,0.5763
线性代数2.txt,线性代数4.txt,0.5287
线性代数2.txt,线性代数4_mooc.txt,0.5445
线性代数2.txt,线性代数5.txt,0.4564
线性代数2.txt,线性代数5_mooc.txt,0.6371
线性代数2.txt,编译原理1.txt,0.4681
线性代数2.txt,编译原理1_mooc.txt,0.4629
线性代数2.txt,编译原理2.txt,0.4467
线性代数2.txt,编译原理2_mooc.txt,0.3842
线性代数2.txt,计算机导论.txt,0.3164
线性代数2.txt,计算机导论_mooc.txt,0.3663
线性代数2.txt,计算机网络A.txt,0.2506
线性代数2.txt,计算机网络A_mooc.txt,0.3060
线性代数2.txt,软件企业管理与文化.txt,0.2918
线性代数2.txt,软件企业管理与文化_mooc.txt,0.5417
线性代数2.txt,软件开发与测试实训.txt,0.2883
线性代数2.txt,软件开发与测试实训_mooc.txt,0.3550
线性代数2.txt,软件测试技术.txt,0.3858
线性代数2.txt,软件测试技术_mooc.txt,0.3550
线性代数2.txt,软件设计.txt,0.4520
线性代数2.txt,软件设计_mooc.txt,0.2994
线性代数2.txt,软件项目管理.txt,0.3120
线性代数2.txt,软件项目管理_mooc.txt,0.3214
线性代数2.txt,需求工程与UML建模.txt,0.3085
线性代数2.txt,需求工程与UML建模_mooc.txt,0.3465
线性代数2.txt,面向对象程序设计C++（A）.txt,0.4207
线性代数2.txt,面向对象程序设计C++（A）_mooc.txt,0.3092
线性代数2.txt,高级语言程序设计与算法初步（C语言）.txt,0.3053
线性代数2.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.3073
线性代数2.txt,高级软件工程.txt,0.1876
线性代数2.txt,高级软件工程_mooc.txt,0.3272
线性代数2_mooc.txt,.NET程序设计A.txt,0.2309
线性代数2_mooc.txt,.NET程序设计A_mooc.txt,0.3678
线性代数2_mooc.txt,CC++语言程序设计.txt,0.1028
线性代数2_mooc.txt,CC++语言程序设计_mooc.txt,0.1580
线性代数2_mooc.txt,IT基础实训.txt,0.3263
线性代数2_mooc.txt,IT基础实训_mooc.txt,0.3019
线性代数2_mooc.txt,J2EE框架.txt,0.3088
线性代数2_mooc.txt,J2EE框架_mooc.txt,0.1227
线性代数2_mooc.txt,Java框架.txt,0.2970
线性代数2_mooc.txt,Java框架_mooc.txt,0.3351
线性代数2_mooc.txt,JAVA程序设计A.txt,0.1107
线性代数2_mooc.txt,JAVA程序设计A_mooc.txt,0.3351
线性代数2_mooc.txt,Linux程序设计.txt,0.2342
线性代数2_mooc.txt,Linux程序设计_mooc.txt,0.2000
线性代数2_mooc.txt,oracle数据库.txt,0.2897
线性代数2_mooc.txt,oracle数据库_mooc.txt,0.3491
线性代数2_mooc.txt,python语言程序设计.txt,0.2551
线性代数2_mooc.txt,python语言程序设计_mooc.txt,0.2435
线性代数2_mooc.txt,Visual C++程序设计.txt,0.1640
线性代数2_mooc.txt,Visual C++程序设计_mooc.txt,0.2937
线性代数2_mooc.txt,Web开发基础与JSP.txt,0.2264
线性代数2_mooc.txt,Web开发基础与JSP_mooc.txt,0.3110
线性代数2_mooc.txt,人机交互技术.txt,0.3157
线性代数2_mooc.txt,人机交互技术_mooc.txt,0.3013
线性代数2_mooc.txt,信息安全A.txt,0.2977
线性代数2_mooc.txt,信息安全A_mooc.txt,0.2605
线性代数2_mooc.txt,嵌入式开发环境与工具.txt,0.1461
线性代数2_mooc.txt,嵌入式开发环境与工具_mooc.txt,0.1919
线性代数2_mooc.txt,嵌入式系统开发.txt,0.1950
线性代数2_mooc.txt,嵌入式系统开发_mooc.txt,0.2902
线性代数2_mooc.txt,微机原理与接口技术.txt,0.2589
线性代数2_mooc.txt,微机原理与接口技术_mooc.txt,0.3256
线性代数2_mooc.txt,操作系统原理1.txt,0.1289
线性代数2_mooc.txt,操作系统原理1_mooc.txt,0.1262
线性代数2_mooc.txt,操作系统原理2.txt,0.0781
线性代数2_mooc.txt,操作系统原理2_mooc.txt,0.1075
线性代数2_mooc.txt,数字逻辑电路.txt,0.2780
线性代数2_mooc.txt,数字逻辑电路_mooc.txt,0.1314
线性代数2_mooc.txt,数据库原理与应用1.txt,0.2926
线性代数2_mooc.txt,数据库原理与应用1_mooc.txt,0.3281
线性代数2_mooc.txt,数据库原理与应用2.txt,0.3127
线性代数2_mooc.txt,数据库原理与应用2_mooc.txt,0.2355
线性代数2_mooc.txt,数据结构1.txt,0.2038
线性代数2_mooc.txt,数据结构1_mooc.txt,0.2486
线性代数2_mooc.txt,数据结构2.txt,0.2889
线性代数2_mooc.txt,数据结构2_mooc.txt,0.2733
线性代数2_mooc.txt,概率论与数理统计.txt,0.3373
线性代数2_mooc.txt,概率论与数理统计_mooc.txt,0.3910
线性代数2_mooc.txt,游戏程序设计.txt,0.3148
线性代数2_mooc.txt,游戏程序设计_mooc.txt,0.3120
线性代数2_mooc.txt,知识产权与软件保护.txt,0.1914
线性代数2_mooc.txt,知识产权与软件保护_mooc.txt,0.2517
线性代数2_mooc.txt,离散数学.txt,0.3124
线性代数2_mooc.txt,离散数学_mooc.txt,0.0352
线性代数2_mooc.txt,算法设计与分析.txt,0.2494
线性代数2_mooc.txt,算法设计与分析_mooc.txt,0.2932
线性代数2_mooc.txt,线性代数1.txt,0.6290
线性代数2_mooc.txt,线性代数1_mooc.txt,0.4609
